index,age,departement,categorie_socio_professionnelle,type_de_bien,statut,surface,montant_assure,debut_contrat,nb_sinistres_depuis_ouverture,ouverture_dernier_sinistre,cloture_dernier_sinistre,cotisation_n-1,cotisation_n,target
787,33.0,75,Employés,Appartement,Locataire,56.43,17547.0,2001-06-13 00:00:00,2.0,2003-10-25 18:39:59,2003-12-30 18:39:59,203.61,210.77,0
788,15.0,93,Agriculteurs exploitants,Maison,Propriétaire,143.31,26719.0,2018-05-01 00:00:00,1.0,2020-06-29 22:29:39,2020-06-30 22:29:39,426.89,430.86,0
789,28.0,06,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,162.44,21689.0,2001-09-18 00:00:00,0.0,,,381.57,382.81,0
790,59.0,70,Employés,Appartement,Propriétaire,73.4,32439.0,2003-08-12 00:00:00,2.0,2007-12-25 17:25:32,2007-12-26 17:25:32,216.27,237.95,0
791,37.0,86,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,54.33,22668.0,2003-11-23 00:00:00,1.0,2007-10-11 21:11:59,2008-01-10 21:11:59,217.86,228.74,1
792,60.0,02,Employés,Appartement,Propriétaire,86.22,32960.0,2003-04-04 00:00:00,2.0,2005-12-03 23:05:10,2006-01-10 23:05:10,216.01,229.62,0
793,68.0,30,Agriculteurs exploitants,Appartement,Propriétaire,78.52,21769.0,1998-05-13 00:00:00,1.0,2000-12-07 16:39:33,2000-12-22 16:39:33,218.64,229.4,0
794,36.0,75,Ouvriers,Appartement,Locataire,86.75,17069.0,2012-03-22 00:00:00,1.0,2015-07-30 22:19:02,2015-08-26 22:19:02,201.18,202.36,0
795,29.0,92,Employés,Appartement,Propriétaire,68.81,33054.0,2016-07-27 00:00:00,1.0,2019-09-06 02:09:54,2019-11-29 02:09:54,218.61,222.75,1
796,22.0,86,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,76.89,25279.0,2006-08-02 00:00:00,2.0,2010-08-23 18:23:27,2010-08-24 18:23:27,223.4,258.86,0
797,33.0,78,Agriculteurs exploitants,Appartement,Locataire,73.27,11837.0,1996-09-07 00:00:00,1.0,2001-01-10 03:24:55,2001-03-05 03:24:55,227.3,229.5,0
798,52.0,84,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,119.98,32368.0,2008-08-19 00:00:00,2.0,2013-08-18 16:53:11,2013-08-29 16:53:11,385.01,403.08,0
799,32.0,77,Employés,Appartement,Locataire,56.36,14163.0,1997-06-14 00:00:00,2.0,2001-11-18 17:23:17,2002-01-24 17:23:17,192.1,193.92,0
800,37.0,22,Cadres et professions intellectuelles supérieures,Appartement,Locataire,88.7,17510.0,2010-01-18 00:00:00,0.0,,,197.29,199.26,0
801,58.0,44,Employés,Appartement,Locataire,77.93,20719.0,1995-10-15 00:00:00,0.0,,,223.18,223.64,0
802,35.0,78,Ouvriers,Appartement,Propriétaire,82.97,15291.0,2010-01-03 00:00:00,1.0,2011-05-15 13:00:16,2011-05-16 13:00:16,210.61,218.82,0
803,29.0,93,Cadres et professions intellectuelles supérieures,Appartement,Locataire,66.81,27152.0,2012-08-24 00:00:00,2.0,2013-12-04 05:20:55,2014-01-05 05:20:55,225.35,229.42,0
804,53.0,86,Ouvriers,Appartement,Locataire,76.8,37917.0,2011-11-03 00:00:00,0.0,,,240.87,241.73,0
805,41.0,27,Employés,Appartement,Propriétaire,86.95,5024.0,1996-02-27 00:00:00,3.0,1998-03-05 05:38:45,1998-06-14 05:38:45,218.28,248.79,1
806,61.0,85,Employés,Maison,Propriétaire,147.88,26529.0,2009-10-09 00:00:00,0.0,,,398.69,401.6,0
807,57.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,92.47,14956.0,2008-05-14 00:00:00,2.0,2011-05-06 04:21:43,2011-07-31 04:21:43,211.43,221.79,0
808,70.0,33,Employés,Appartement,Occupant à titre gratuit,54.01,17041.0,2011-06-22 00:00:00,1.0,2013-04-22 05:43:13,2013-05-01 05:43:13,228.22,228.58,0
809,45.0,93,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,46.8,35926.0,2019-01-16 00:00:00,2.0,2019-07-08 15:39:40,2019-08-30 15:39:40,224.3,227.42,0
810,26.0,12,Employés,Appartement,Locataire,83.43,20144.0,2020-06-06 00:00:00,2.0,2020-07-12 18:58:56,2020-07-20 18:58:56,216.38,217.72,0
811,44.0,94,Employés,Maison,Propriétaire,146.21,19205.0,2016-01-16 00:00:00,2.0,2017-02-02 23:08:14,2017-03-07 23:08:14,366.1,393.17,0
812,29.0,13,Employés,Appartement,Propriétaire,59.11,21443.0,2002-01-06 00:00:00,0.0,,,249.1,249.14,1
813,41.0,74,Employés,Appartement,Locataire,73.02,14235.0,1998-09-11 00:00:00,2.0,2000-10-25 04:30:05,2001-01-09 04:30:05,208.6,233.0,0
814,52.0,76,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,109.01,16116.0,2012-12-02 00:00:00,1.0,2014-02-11 12:22:03,2014-02-12 12:22:03,397.04,412.13,1
815,51.0,07,Employés,Maison,Locataire,114.12,6280.0,2003-06-03 00:00:00,2.0,2004-04-17 08:18:00,2004-08-20 08:18:00,359.21,377.76,0
816,52.0,93,Ouvriers,Appartement,Propriétaire,75.4,13143.0,1995-10-12 00:00:00,2.0,1998-02-08 03:32:15,1998-05-12 03:32:15,202.65,214.05,1
817,58.0,25,Employés,Appartement,Locataire,86.43,34022.0,1995-08-16 00:00:00,2.0,1999-07-16 08:54:43,1999-10-16 08:54:43,225.72,241.46,0
818,58.0,94,Employés,Appartement,Locataire,70.88,45751.0,2006-06-21 00:00:00,0.0,,,233.62,233.94,0
819,29.0,29,Employés,Appartement,Propriétaire,63.84,20369.0,2005-05-16 00:00:00,2.0,2008-01-25 18:16:57,2008-01-26 18:16:57,211.28,225.55,0
820,49.0,59,Employés,Appartement,Locataire,95.51,7216.0,2019-09-19 00:00:00,2.0,2019-11-21 17:59:31,2020-01-22 17:59:31,214.05,234.71,0
821,41.0,95,Agriculteurs exploitants,Appartement,Locataire,90.42,29640.0,2004-08-08 00:00:00,2.0,2007-04-05 08:01:56,2007-05-06 08:01:56,209.32,214.54,0
822,43.0,78,Employés,Appartement,Locataire,68.57,16750.0,2003-09-04 00:00:00,1.0,2003-09-28 03:19:12,2003-12-09 03:19:12,224.52,228.05,0
823,20.0,78,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,52.25,27239.0,2001-12-08 00:00:00,2.0,2002-06-06 11:59:07,2002-07-07 11:59:07,227.66,232.67,1
824,63.0,48,Agriculteurs exploitants,Appartement,Propriétaire,87.06,17948.0,1998-04-23 00:00:00,1.0,1998-11-28 23:14:34,1999-03-26 23:14:34,229.76,231.21,0
825,52.0,68,Cadres et professions intellectuelles supérieures,Maison,Locataire,111.78,17539.0,2005-11-22 00:00:00,2.0,2010-09-26 19:03:07,2010-11-07 19:03:07,374.19,407.24,0
826,31.0,94,Ouvriers,Appartement,Locataire,57.9,11596.0,2017-08-18 00:00:00,1.0,2019-02-01 02:27:47,2019-02-02 02:27:47,204.94,205.09,0
827,21.0,81,Employés,Appartement,Propriétaire,67.77,13083.0,2009-04-03 00:00:00,0.0,,,191.05,191.08,0
828,27.0,13,Employés,Maison,Locataire,101.78,25392.0,2012-11-22 00:00:00,0.0,,,399.57,402.06,0
829,30.0,01,Ouvriers,Maison,Locataire,167.91,16867.0,2004-10-13 00:00:00,1.0,2009-09-05 12:18:12,2009-12-19 12:18:12,400.34,407.85,0
830,27.0,80,Employés,Maison,Propriétaire,123.0,26433.0,2008-02-10 00:00:00,1.0,2012-02-22 11:12:27,2012-06-04 11:12:27,365.68,390.56,1
831,36.0,73,Employés,Appartement,Locataire,59.19,10238.0,2009-04-19 00:00:00,2.0,2012-03-05 08:10:31,2012-06-04 08:10:31,210.43,220.15,0
832,44.0,06,Cadres et professions intellectuelles supérieures,Appartement,Locataire,41.34,24995.0,2008-01-08 00:00:00,2.0,2010-02-01 06:37:37,2010-02-02 06:37:37,206.25,219.9,0
833,57.0,94,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,85.16,15468.0,2002-03-25 00:00:00,2.0,2006-12-10 11:15:39,2007-01-24 11:15:39,228.99,235.07,0
834,29.0,92,Inactifs,Maison,Locataire,110.32,26324.0,2006-11-17 00:00:00,2.0,2008-12-08 14:43:15,2008-12-31 14:43:15,358.14,369.39,0
835,40.0,09,Agriculteurs exploitants,Appartement,Locataire,76.91,23342.0,1999-01-04 00:00:00,2.0,2003-12-30 11:27:04,2004-01-29 11:27:04,202.79,207.3,0
836,44.0,77,Employés,Appartement,Propriétaire,59.5,24208.0,2018-11-11 00:00:00,3.0,2020-02-20 17:44:23,2020-04-05 17:44:23,217.2,227.35,0
837,31.0,81,Ouvriers,Appartement,Locataire,72.4,19226.0,2003-06-29 00:00:00,4.0,2006-03-06 13:02:27,2006-07-16 13:02:27,212.59,266.71,0
838,46.0,91,Cadres et professions intellectuelles supérieures,Appartement,Locataire,71.04,23420.0,2006-11-29 00:00:00,0.0,,,214.07,214.63,0
839,36.0,77,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,107.88,28293.0,2005-05-04 00:00:00,0.0,,,386.82,388.52,1
840,71.0,78,Inactifs,Maison,Locataire,136.67,14025.0,2005-12-04 00:00:00,2.0,2006-10-02 15:41:02,2007-01-08 15:41:02,377.47,405.76,0
841,35.0,65,Inactifs,Appartement,Propriétaire,89.89,13893.0,2000-01-01 00:00:00,2.0,2004-07-29 23:54:03,2004-07-30 23:54:03,218.51,224.38,0
842,29.0,53,Inactifs,Maison,Propriétaire,138.75,24417.0,2008-01-17 00:00:00,1.0,2010-03-14 19:02:30,2010-05-23 19:02:30,352.32,352.34,1
843,41.0,77,Cadres et professions intellectuelles supérieures,Appartement,Locataire,77.43,25486.0,2020-07-25 00:00:00,0.0,,,218.03,228.54,0
844,31.0,94,Employés,Appartement,Locataire,58.2,18690.0,2000-07-21 00:00:00,0.0,,,207.56,208.34,0
845,52.0,74,Employés,Appartement,Propriétaire,40.43,22977.0,2004-09-27 00:00:00,3.0,2006-07-16 10:55:11,2007-01-20 10:55:11,239.06,248.29,1
846,37.0,93,Ouvriers,Appartement,Locataire,55.72,31389.0,2010-07-12 00:00:00,1.0,2011-10-24 00:59:52,2011-11-26 00:59:52,231.07,232.9,0
847,31.0,21,Agriculteurs exploitants,Appartement,Propriétaire,69.48,13210.0,2004-01-11 00:00:00,0.0,,,195.06,218.74,1
848,44.0,75,Agriculteurs exploitants,Maison,Locataire,85.28,19602.0,2008-09-13 00:00:00,1.0,2009-02-20 05:40:45,2009-03-06 05:40:45,376.41,391.36,0
849,42.0,52,Employés,Appartement,Propriétaire,61.23,22167.0,1996-06-18 00:00:00,4.0,1997-10-10 00:15:20,1998-02-07 00:15:20,219.45,299.27,1
850,15.0,91,Employés,Appartement,Locataire,64.08,14117.0,2014-01-28 00:00:00,2.0,2016-08-24 14:54:42,2016-12-10 14:54:42,218.1,222.7,0
851,36.0,95,Employés,Appartement,Propriétaire,90.45,25353.0,1996-11-29 00:00:00,1.0,2001-01-12 15:50:23,2001-01-13 15:50:23,211.02,211.7,0
852,62.0,28,Inactifs,Appartement,Propriétaire,88.55,16537.0,2004-07-06 00:00:00,2.0,2009-01-03 20:47:05,2009-02-17 20:47:05,254.81,264.18,0
853,49.0,95,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,116.69,37158.0,2003-04-28 00:00:00,3.0,2005-01-22 22:41:07,2005-05-09 22:41:07,351.15,381.05,1
854,63.0,04,Employés,Maison,Propriétaire,103.1,31082.0,2015-05-05 00:00:00,1.0,2015-11-20 18:47:06,2015-11-28 18:47:06,320.2,324.62,0
855,41.0,42,Agriculteurs exploitants,Appartement,Locataire,55.32,23607.0,2018-12-01 00:00:00,3.0,2019-06-06 02:30:38,2019-07-24 02:30:38,225.06,237.44,0
856,27.0,92,Employés,Maison,Propriétaire,121.71,20408.0,2018-05-19 00:00:00,1.0,2019-03-05 07:53:43,2019-05-19 07:53:43,325.28,333.79,0
857,47.0,83,Ouvriers,Maison,Locataire,82.77,13230.0,2011-08-10 00:00:00,1.0,2013-02-18 01:37:59,2013-02-19 01:37:59,361.21,368.65,0
858,25.0,68,Agriculteurs exploitants,Appartement,Locataire,77.51,25776.0,2004-02-22 00:00:00,3.0,2005-07-09 22:54:43,2005-09-02 22:54:43,226.4,232.04,0
859,24.0,91,Cadres et professions intellectuelles supérieures,Maison,Locataire,119.07,17979.0,2018-08-04 00:00:00,1.0,2020-07-23 23:07:41,2020-08-12 23:07:41,384.65,385.2,0
860,46.0,74,Ouvriers,Appartement,Propriétaire,77.78,45520.0,2020-09-24 00:00:00,0.0,,,229.95,242.46,0
861,33.0,69,"Artisans, commerçants, chefs d'entreprise",Maison,Propriétaire,80.54,23799.0,2009-01-21 00:00:00,2.0,2011-09-03 22:04:06,2011-09-04 22:04:06,338.85,345.84,0
862,26.0,25,Cadres et professions intellectuelles supérieures,Appartement,Locataire,61.82,25655.0,1995-04-08 00:00:00,1.0,1995-11-22 11:13:50,1995-11-23 11:13:50,191.57,191.58,0
863,48.0,93,Agriculteurs exploitants,Maison,Locataire,121.14,28298.0,2001-05-10 00:00:00,1.0,2001-08-16 15:20:04,2001-08-17 15:20:04,315.56,325.29,0
864,22.0,45,Agriculteurs exploitants,Appartement,Locataire,93.25,35537.0,2006-01-18 00:00:00,1.0,2008-06-25 05:21:56,2008-08-30 05:21:56,196.67,200.14,0
865,51.0,82,Inactifs,Appartement,Occupant à titre gratuit,87.44,18558.0,1997-03-27 00:00:00,2.0,1997-08-29 13:49:57,1997-10-27 13:49:57,205.85,226.06,0
866,59.0,24,Employés,Appartement,Propriétaire,80.49,31810.0,1995-07-17 00:00:00,2.0,1999-08-02 13:12:56,1999-09-15 13:12:56,207.71,243.06,1
867,40.0,95,Employés,Maison,Locataire,140.14,20558.0,2013-12-15 00:00:00,0.0,,,377.97,378.29,0
868,39.0,91,Agriculteurs exploitants,Maison,Propriétaire,151.02,21313.0,1995-01-23 00:00:00,2.0,1996-05-12 23:47:15,1996-05-13 23:47:15,343.81,346.11,0
869,58.0,10,Employés,Maison,Locataire,104.81,24613.0,2008-10-05 00:00:00,2.0,2008-11-30 12:10:03,2009-01-04 12:10:03,356.62,378.35,0
870,40.0,78,Employés,Appartement,Locataire,82.73,15979.0,1998-10-10 00:00:00,2.0,2000-06-11 01:20:11,2000-06-18 01:20:11,213.72,224.74,0
871,52.0,35,Employés,Maison,Propriétaire,114.93,21962.0,1998-10-11 00:00:00,3.0,2003-07-22 16:16:10,2003-07-23 16:16:10,388.77,465.36,1
872,39.0,43,Employés,Maison,Locataire,131.31,29336.0,2017-08-17 00:00:00,2.0,2018-05-13 19:33:13,2018-07-20 19:33:13,385.89,389.77,0
873,35.0,93,Employés,Appartement,Locataire,73.64,17333.0,2020-05-03 00:00:00,2.0,2020-11-14 11:28:48,2020-11-15 11:28:48,217.47,234.44,0
874,57.0,39,Employés,Appartement,Propriétaire,44.61,20753.0,2011-07-21 00:00:00,1.0,2013-10-10 22:03:20,2014-01-07 22:03:20,236.2,237.26,0
875,31.0,46,Employés,Appartement,Locataire,58.96,12334.0,1997-09-17 00:00:00,2.0,2002-01-25 13:50:26,2002-01-26 13:50:26,216.83,224.16,0
876,16.0,91,Employés,Maison,Locataire,86.94,21747.0,1997-06-19 00:00:00,2.0,2000-05-19 13:56:55,2000-07-02 13:56:55,420.85,426.23,0
877,15.0,75,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.77,15046.0,2019-08-16 00:00:00,0.0,,,214.8,220.39,0
878,31.0,69,Employés,Maison,Propriétaire,125.02,15534.0,2008-04-16 00:00:00,1.0,2011-02-04 02:31:29,2011-03-06 02:31:29,325.68,326.13,0
879,41.0,77,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,129.53,26006.0,2015-10-28 00:00:00,0.0,,,389.21,389.42,0
880,40.0,80,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,63.35,25301.0,2011-01-18 00:00:00,1.0,2012-11-25 13:04:53,2013-03-13 13:04:53,216.92,221.62,1
881,37.0,77,Employés,Appartement,Locataire,66.33,30839.0,1995-04-05 00:00:00,0.0,,,214.21,217.65,0
882,43.0,37,Employés,Appartement,Locataire,73.94,10728.0,2012-05-21 00:00:00,2.0,2016-12-07 00:18:57,2017-01-14 00:18:57,196.07,207.1,0
883,29.0,974,Ouvriers,Appartement,Propriétaire,55.52,17270.0,2004-09-27 00:00:00,1.0,2008-11-05 02:22:47,2009-01-02 02:22:47,218.07,218.17,1
884,36.0,93,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,111.55,33813.0,2011-03-08 00:00:00,2.0,2012-07-07 17:46:58,2012-08-06 17:46:58,364.77,415.84,1
885,35.0,94,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,109.64,25050.0,2003-04-14 00:00:00,1.0,2006-01-28 22:50:47,2006-03-16 22:50:47,194.75,194.83,0
886,46.0,64,Employés,Appartement,Locataire,69.97,18494.0,2009-12-03 00:00:00,2.0,2012-05-29 01:56:08,2012-08-06 01:56:08,212.55,221.56,0
887,44.0,82,Inactifs,Maison,Propriétaire,81.81,29974.0,2006-10-14 00:00:00,2.0,2006-10-17 10:40:06,2006-10-24 10:40:06,363.28,399.39,1
888,42.0,77,Ouvriers,Maison,Propriétaire,151.15,27368.0,1995-04-16 00:00:00,1.0,1995-05-30 21:21:02,1995-05-31 21:21:02,378.82,381.24,0
889,26.0,52,Employés,Appartement,Locataire,73.01,17666.0,2000-09-18 00:00:00,1.0,2002-12-08 03:51:28,2002-12-09 03:51:28,236.3,236.35,0
890,29.0,36,Cadres et professions intellectuelles supérieures,Maison,Locataire,76.31,34373.0,2012-05-28 00:00:00,1.0,2014-12-12 09:43:58,2015-02-11 09:43:58,408.4,422.93,0
891,23.0,36,Employés,Appartement,Locataire,58.17,16589.0,2011-04-04 00:00:00,0.0,,,234.77,250.9,0
892,84.0,2B,Inactifs,Maison,Locataire,104.34,28251.0,2012-05-16 00:00:00,2.0,2014-06-07 11:28:27,2014-07-07 11:28:27,365.4,427.35,0
893,50.0,69,Employés,Appartement,Propriétaire,69.71,20065.0,1999-05-17 00:00:00,1.0,2003-01-23 17:15:37,2003-06-06 17:15:37,198.63,209.43,1
894,29.0,15,Inactifs,Maison,Locataire,136.47,23699.0,2004-08-19 00:00:00,2.0,2005-11-15 13:41:44,2006-01-14 13:41:44,377.77,416.53,0
895,20.0,12,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,75.67,23039.0,1997-10-14 00:00:00,2.0,2001-09-01 14:49:50,2001-11-07 14:49:50,201.8,237.28,1
896,55.0,976,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,84.28,13363.0,2005-12-18 00:00:00,2.0,2009-11-16 09:08:18,2010-03-27 09:08:18,206.39,217.93,0
897,46.0,63,Inactifs,Appartement,Propriétaire,47.1,11406.0,2005-01-23 00:00:00,2.0,2009-02-09 07:58:13,2009-03-10 07:58:13,210.62,223.59,1
898,37.0,25,Agriculteurs exploitants,Appartement,Propriétaire,64.53,42084.0,1997-12-14 00:00:00,2.0,1999-04-24 18:35:43,1999-05-25 18:35:43,226.73,232.14,0
899,31.0,25,Cadres et professions intellectuelles supérieures,Appartement,Locataire,73.84,22152.0,2014-08-19 00:00:00,1.0,2015-07-19 08:43:25,2015-10-04 08:43:25,212.63,214.33,0
900,17.0,78,Cadres et professions intellectuelles supérieures,Appartement,Locataire,48.74,27596.0,2012-08-12 00:00:00,1.0,2014-09-17 13:31:06,2014-09-18 13:31:06,217.59,220.65,0
901,51.0,2A,Ouvriers,Maison,Propriétaire,127.52,13585.0,2018-01-05 00:00:00,0.0,,,383.38,387.35,0
902,47.0,01,Agriculteurs exploitants,Appartement,Propriétaire,75.75,20566.0,2001-05-02 00:00:00,2.0,2003-03-29 07:32:22,2003-07-27 07:32:22,214.85,243.42,1
903,51.0,21,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,66.66,13960.0,2012-11-09 00:00:00,1.0,2017-05-18 02:42:16,2017-05-25 02:42:16,207.89,208.36,0
904,43.0,78,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,89.55,25403.0,2011-06-08 00:00:00,1.0,2014-04-20 00:38:51,2014-06-17 00:38:51,213.6,217.24,0
905,57.0,61,Cadres et professions intellectuelles supérieures,Appartement,Locataire,76.71,10307.0,1997-08-07 00:00:00,2.0,1998-12-31 12:05:59,1999-01-01 12:05:59,205.88,209.34,1
906,19.0,77,Employés,Appartement,Propriétaire,62.82,23880.0,2007-11-01 00:00:00,1.0,2012-04-07 21:20:56,2012-04-20 21:20:56,222.34,231.16,1
907,40.0,78,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,80.94,35997.0,2007-12-15 00:00:00,0.0,,,237.02,240.21,0
908,15.0,28,Employés,Appartement,Locataire,96.56,36554.0,1995-11-25 00:00:00,2.0,1998-04-10 03:20:08,1998-06-25 03:20:08,194.09,194.09,0
909,53.0,55,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,64.19,20952.0,2002-03-05 00:00:00,1.0,2006-08-03 20:09:05,2006-08-17 20:09:05,229.94,235.7,0
910,45.0,19,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,102.66,33575.0,2006-08-05 00:00:00,3.0,2008-08-22 04:44:52,2008-12-20 04:44:52,388.45,447.31,0
911,15.0,26,Employés,Appartement,Locataire,61.68,6441.0,2012-10-22 00:00:00,1.0,2016-10-14 21:23:20,2016-11-11 21:23:20,222.4,222.88,0
912,20.0,29,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,65.92,15319.0,2011-01-11 00:00:00,3.0,2015-01-09 06:37:25,2015-07-30 06:37:25,239.48,264.27,0
913,19.0,13,"Artisans, commerçants, chefs d'entreprise",Appartement,Propriétaire,54.26,37402.0,2014-06-09 00:00:00,2.0,2018-01-10 14:05:12,2018-04-14 14:05:12,181.08,189.76,1
914,32.0,26,Cadres et professions intellectuelles supérieures,Maison,Locataire,95.4,28958.0,1999-06-01 00:00:00,2.0,2003-10-01 09:56:31,2003-11-19 09:56:31,333.26,348.68,0
915,16.0,94,Agriculteurs exploitants,Appartement,Locataire,65.1,15693.0,2006-09-30 00:00:00,1.0,2008-12-24 09:28:12,2009-01-20 09:28:12,186.87,188.36,0
916,34.0,95,"Artisans, commerçants, chefs d'entreprise",Maison,Locataire,111.7,34192.0,2020-05-20 00:00:00,1.0,2020-06-28 14:58:05,2020-07-03 14:58:05,395.57,403.74,0
917,31.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,56.17,21924.0,2002-03-21 00:00:00,2.0,2005-08-06 17:54:45,2005-09-24 17:54:45,211.14,235.09,0
918,23.0,37,Employés,Maison,Locataire,128.24,12440.0,2009-02-04 00:00:00,2.0,2013-07-14 10:22:38,2013-09-12 10:22:38,376.43,377.46,0
919,55.0,52,Inactifs,Maison,Locataire,142.68,10873.0,2006-02-16 00:00:00,1.0,2008-10-29 01:29:11,2009-01-17 01:29:11,362.91,375.86,0
920,61.0,17,Inactifs,Appartement,Propriétaire,78.8,21783.0,2006-06-12 00:00:00,0.0,,,208.32,208.35,0
921,35.0,95,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,68.32,27600.0,1998-10-25 00:00:00,2.0,2002-05-21 17:59:15,2002-10-05 17:59:15,212.01,217.16,1
922,23.0,10,Employés,Appartement,Locataire,95.05,22208.0,2016-07-08 00:00:00,2.0,2017-09-03 22:27:59,2017-09-04 22:27:59,217.1,217.94,0
923,42.0,92,Cadres et professions intellectuelles supérieures,Maison,Propriétaire,88.9,12011.0,1995-03-12 00:00:00,1.0,1999-10-29 15:48:47,2000-02-03 15:48:47,354.48,362.09,1
924,47.0,67,Agriculteurs exploitants,Appartement,Propriétaire,76.96,12408.0,2011-11-23 00:00:00,2.0,2014-12-19 03:56:24,2015-04-17 03:56:24,212.56,222.87,1
925,18.0,92,Employés,Maison,Locataire,105.9,22336.0,2018-07-05 00:00:00,2.0,2019-02-06 07:51:48,2019-02-11 07:51:48,382.22,417.94,0
926,51.0,01,Ouvriers,Appartement,Locataire,51.81,14123.0,2007-03-03 00:00:00,1.0,2010-04-13 14:15:45,2010-05-23 14:15:45,211.42,213.63,0
927,24.0,52,Cadres et professions intellectuelles supérieures,Appartement,Locataire,91.44,23015.0,2006-02-14 00:00:00,2.0,2008-03-24 14:34:03,2008-05-20 14:34:03,244.19,276.44,0
928,65.0,63,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,69.16,21077.0,2014-04-02 00:00:00,0.0,,,210.12,210.41,0
929,34.0,94,Ouvriers,Appartement,Locataire,67.8,8909.0,1997-04-20 00:00:00,3.0,1998-10-19 02:31:40,1999-02-06 02:31:40,217.2,225.1,0
930,75.0,2A,Employés,Appartement,Propriétaire,79.67,18101.0,2003-07-03 00:00:00,2.0,2004-10-09 02:37:47,2004-11-06 02:37:47,212.95,226.3,0
931,28.0,75,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,62.98,39529.0,2000-03-03 00:00:00,1.0,2002-08-01 04:15:13,2002-09-06 04:15:13,211.63,212.85,1
932,24.0,95,Inactifs,Maison,Locataire,105.78,24002.0,1999-06-14 00:00:00,2.0,2000-08-18 08:16:19,2000-09-22 08:16:19,360.89,422.39,0
933,38.0,95,Employés,Appartement,Locataire,92.09,29763.0,1996-08-07 00:00:00,0.0,,,230.01,232.42,0
934,35.0,91,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,59.8,17632.0,2010-03-08 00:00:00,1.0,2011-07-24 12:56:33,2011-09-27 12:56:33,212.08,212.18,0
935,32.0,95,Employés,Appartement,Locataire,69.4,29205.0,2000-08-27 00:00:00,1.0,2002-03-17 05:53:28,2002-04-21 05:53:28,222.5,233.0,0
936,38.0,64,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,87.69,13778.0,2004-01-02 00:00:00,2.0,2007-10-12 02:31:03,2007-11-03 02:31:03,223.33,235.01,0
937,33.0,48,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,57.12,7141.0,2018-09-13 00:00:00,1.0,2019-01-20 02:51:17,2019-01-21 02:51:17,232.35,236.13,0
938,26.0,84,Cadres et professions intellectuelles supérieures,Appartement,Propriétaire,48.69,16938.0,2013-05-27 00:00:00,0.0,,,197.91,198.86,1
939,30.0,55,"Artisans, commerçants, chefs d'entreprise",Appartement,Locataire,68.78,23305.0,2015-10-09 00:00:00,1.0,2017-08-29 06:37:19,2017-10-01 06:37:19,210.54,220.23,0
940,51.0,77,Employés,Maison,Locataire,81.83,19898.0,2000-10-09 00:00:00,2.0,2004-11-14 04:08:39,2005-01-19 04:08:39,332.45,353.33,0
941,23.0,81,Employés,Appartement,Propriétaire,79.04,20355.0,2003-10-17 00:00:00,1.0,2004-11-12 22:22:07,2004-11-29 22:22:07,223.14,225.93,0
942,76.0,77,Agriculteurs exploitants,Maison,Locataire,109.15,14567.0,2005-03-15 00:00:00,1.0,2007-06-15 00:10:13,2007-07-09 00:10:13,363.35,364.99,0
943,54.0,92,Inactifs,Appartement,Locataire,61.23,25435.0,2000-08-13 00:00:00,1.0,2001-11-28 06:17:51,2002-04-28 06:17:51,255.69,256.49,0
944,60.0,70,Employés,Appartement,Locataire,63.51,32651.0,2020-03-14 00:00:00,3.0,2020-09-19 14:33:53,2020-12-17 14:33:53,257.04,315.22,0
945,55.0,78,Employés,Appartement,Propriétaire,82.88,29625.0,2019-10-21 00:00:00,3.0,2019-12-14 06:23:32,2020-01-12 06:23:32,227.33,243.39,0
